# HOTD2 global data labels — the committed source of truth for the Ghidra database.
#
# Format: <address>\t<name>\t<optional comment>
#
# Regenerate:  ./ghidra/run.sh export-annotations
# Replay:      ./ghidra/run.sh apply-annotations
#
# Windows TEB fields and resource labels are excluded: Ghidra creates those itself.
#
# **Rows are sorted by address, and every writer must keep them that way.**
# tools/annotate.py inserts in order; ExportAnnotations.java re-sorts on write.
# The file used to be append-only and grouped into topical sections, and both
# workstreams appending at the tail is where every TSV merge conflict came
# from -- two branches adding unrelated rows to the same last line. Sorted
# insertion puts them in different parts of the file instead. The sections
# went with it: each one spanned nearly the whole segment, so address order
# broke the twelve of them into 149 fragments.

004330c4	g_class33_selector_targets	jump targets for spawn class 0x33
009ca0a4	g_skeleton_node_out	where SkeletonWalkNode writes each bone's resolved matrix, stride 0x90
009ca0c0	g_collision_meshes_ray_only
009ca0e8	g_civilians_alive	How many class-0x10 civilians are in play; the condition for evt opcode 0x46 wait_scripted_actors, whose 68 sites all pass operand 0. CivilianInit raises it UNCONDITIONALLY -- the INC word ptr at 0x0048A6FE is on the straight-line fall-through with no branch around it. (It is the two counters three instructions later, 0x009A21BA and word[0x009C9100 + stage*2], that the wait word's 0x08000000 exempts; an earlier note here wrongly put that guard on this counter.) Three ways back out, all decrementing once: op 0x2C carrying 0x00080000 (CivilianRunScript 0x0048BA3C), which also stamps sub+0x04 bit 0; and two CivilianUpdate teardowns, 0x0048B003 after the remove-delay countdown and 0x0048B0AC in the off-camera branch, both skipped when that bit is set.
009ca0ec	g_civilians_rescued_total	u16. Every rescue across the run; CivilianRunScript op 0x2C raises it beside the per-scene g_civilians_rescued_by_scene. Zeroed by ResetGameOnStart and NOT by ResetSceneOnEnter, which is what makes it a run total rather than a scene one.
009ca0f4	g_bHudShutterState	HUD letterbox state 0..8; HudDrawShutterState (0x00413970) drives it and turns it into g_nFiringGate. SEVERAL things write it, not just evt 0x1F. evt 0x1F is EvtOpSetHudShutterState1F at 0x0045F392; the draw routine itself writes 2 and 4 as its own slides finish (0x00413A06, 0x00413A6F, 0x00413A91, 0x00413B01, 0x00413B32, 0x00413C68); BossIntroBannerUpdate stores 1 at 0x00437F1E; Class32StateDeathSequence at 0x00480193 and Class22FightPhase1 at 0x0049B899; and -- the one a shipped room a player must be able to shoot in depends on -- CIVILIAN SCRIPT OP 0x1B: 'MOV DL,byte ptr [ESI+0x4] / MOV byte ptr [0x009ca0f4],DL' at 0x0048BF13-0x0048BF16 in CivilianRunScript, guarded by g_app_state != 10 (0x0048BF0A). It is a BYTE store of the low byte of a dword operand and its command is two dwords long. 60 commands in the shared 136-block civilian script table run it, 30 of them 1 (open over 40 frames, gate on) and 30 of them 3 (close over 40 frames, gate off); CivilianReapplyWaitCommand (0x0048B760) does NOT re-apply it, it falls to that switch's two-dword default. Stage 1 block 1's tutorial captor is unshootable without it. ResetSceneOnEnter sets it to 5. [proved]
009ca93c	g_camera_candidate_count	How many entries g_camera_candidates holds this frame.
009cac40	g_coli_hit_surface	The material id of whatever the last collision trace hit, 0 for a miss. A side output: every caller reads it straight after its own query rather than being handed it. Class 0x31 latches it into obj+0x1350 where it lands, because 0x5A kills whatever touches it. Across the whole corpus 53 (0x35) is the commonest id at 874 quads, 5 and 55 are the wet surfaces, and 90 (0x5A) is seven quads.
009cac44	g_coli_hit_quad
009cac48	g_coli_hit_dist_sq
009cac4c	g_coli_hit_depth
009cac50	g_coli_hit_z
009cac54	g_coli_hit_x
009cac58	g_coli_hit_y
009cac5c	g_coli_allow_backface
009cac60	g_coli_hit_plane_d
009cac64	g_coli_hit_normal_x
009cac68	g_coli_hit_normal_y
009cac6c	g_coli_hit_normal_z
